Name,Type,Category,Country,lat,lon,geocode,Département
Clinique Saint Pierre,node,hospital,HT,18.831315,-72.10072,"18.831315 , -72.10072",Centre
CENTRE SANTE DICOU,node,hospital,HT,18.406409,-72.392019,"18.406409 , -72.392019",Ouest
CLINIQUE DE MORNE A CHANDELLE,node,hospital,HT,18.5152898,-72.4314192,"18.5152898 , -72.4314192",Ouest
CENTRE DE SANTE LAVALE,node,hospital,HT,18.4434519,-72.4103758,"18.4434519 , -72.4103758",Ouest
HOPITAL DUMARSAIS ESTIME,node,hospital,HT,19.0506014,-72.4673629,"19.0506014 , -72.4673629",Artibonite
SFA,node,hospital,HT,19.4866061,-72.4833231,"19.4866061 , -72.4833231",Artibonite
Hopital Charles Coliton,node,hospital,HT,19.1213128,-72.4771944,"19.1213128 , -72.4771944",Artibonite
CENTRE MEDICO - SOCIAL DE K- SOLEIL,node,hospital,HT,19.453727,-72.6900742,"19.453727 , -72.6900742",Artibonite
CENTRE DE SANTE DE LIANCOURT,node,hospital,HT,19.1272032,-72.5349786,"19.1272032 , -72.5349786",Artibonite
CAL ST ESPRIT DUFAILLY,node,hospital,HT,19.166625,-72.0796246,"19.166625 , -72.0796246",Centre
CENTRE DE SANTE DE DESDUNES,node,hospital,HT,19.2844154,-72.6354089,"19.2844154 , -72.6354089",Artibonite
CENTRE DE SANTE DE CHAMSOLME,node,hospital,HT,19.8750803,-72.8345054,"19.8750803 , -72.8345054",Nord-Ouest
CMS La Fossette,node,hospital,HT,19.753756,-72.2058721,"19.753756 , -72.2058721",Nord
Centre de sante communautaire Ste Justine,node,hospital,HT,18.5428786,-72.3019258,"18.5428786 , -72.3019258",Ouest
BSD Santé,node,hospital,HT,18.5504383,-72.3077242,"18.5504383 , -72.3077242",Ouest
CENTRE MEDICAL COMMUNAUTAIRE DE TABARRE,node,hospital,HT,18.581347,-72.270015,"18.581347 , -72.270015",Ouest
CENTRE DE SANTE DE TABARRE - HAITI -MED,node,hospital,HT,18.5803795,-72.2673984,"18.5803795 , -72.2673984",Ouest
Centre du Vrai de l'Eglise de Dieu,node,hospital,HT,18.5524056,-72.3114331,"18.5524056 , -72.3114331",Ouest
Hôpital Espoir,node,hospital,HT,18.5416462,-72.2784144,"18.5416462 , -72.2784144",Ouest
Centre de sante exclusion evangelique mondiale,node,hospital,HT,18.5437102,-72.3018513,"18.5437102 , -72.3018513",Ouest
CENTRE DE SANTE FAMILIA LE CHAB,node,hospital,HT,18.5576337,-72.2956154,"18.5576337 , -72.2956154",Ouest
DFPL/PNH,node,hospital,HT,18.5454313,-72.3392537,"18.5454313 , -72.3392537",Ouest
Hopital la Trinite,node,hospital,HT,18.5544643,-72.3107855,"18.5544643 , -72.3107855",Ouest
SUDRE,node,hospital,HT,18.4144448,-73.6358344,"18.4144448 , -73.6358344",Sud
Dispensaire d'Arniquet,node,hospital,HT,18.1458351,-73.8752776,"18.1458351 , -73.8752776",Sud
DISPENSAIRE DE CHATEAU,node,hospital,HT,18.1738972,-73.9098385,"18.1738972 , -73.9098385",Sud
Centre de santé Cité Lumière,node,hospital,HT,18.2280078,-73.7607868,"18.2280078 , -73.7607868",Sud
Dispensaire de Mazenod,node,hospital,HT,18.3293492,-73.8532676,"18.3293492 , -73.8532676",Sud
Centre de Santé Léon Coicou,node,hospital,HT,18.6477599,-74.2780059,"18.6477599 , -74.2780059",Grande'Anse
FLAMANDS,node,hospital,HT,18.2519855,-73.6516443,"18.2519855 , -73.6516443",Sud
DISPENSAIRE COMMUNAUTAIRE DE GRANDE SOURCE,node,hospital,HT,18.8217005,-72.9569136,"18.8217005 , -72.9569136",Ouest
DISPENSAIRE COMMUNAUTAIRE DE MARE SUCRIN,node,hospital,HT,18.7877784,-72.9460177,"18.7877784 , -72.9460177",Ouest
Centre populaire MAHONAHIM,node,hospital,HT,18.539094,-72.2942886,"18.539094 , -72.2942886",Ouest
CENTRE DE SANTE ST PAUL,node,hospital,HT,18.5437287,-72.3058194,"18.5437287 , -72.3058194",Ouest
Centre médico-populaire BAS FONDS PHILOMENE,node,hospital,HT,18.5414505,-72.3075243,"18.5414505 , -72.3075243",Ouest
CENTRE DE SANTE EVANGELIQUE DE TORCELLE,node,hospital,HT,18.5305125,-72.2496954,"18.5305125 , -72.2496954",Ouest
Dispensaire-Laboratoire retraite Saint-Ane,node,hospital,HT,18.5254846,-72.280658,"18.5254846 , -72.280658",Ouest
Centre de Santé du Souvenir,node,hospital,HT,18.5435841,-72.3089678,"18.5435841 , -72.3089678",Ouest
Centre de Sante Concordia,node,hospital,HT,18.5268431,-72.2849571,"18.5268431 , -72.2849571",Ouest
LA Vierge Miracle Centre Medical de Fleurs,node,hospital,HT,18.5772637,-72.2611418,"18.5772637 , -72.2611418",Ouest
CENTRE DE SANTE COMMUNAUTAIRE MAIS GATE,node,hospital,HT,18.5730966,-72.2971233,"18.5730966 , -72.2971233",Ouest
Hôpital Unimed,node,hospital,HT,18.5472324,-72.3050008,"18.5472324 , -72.3050008",Ouest
COMPLEXE MEDICO-CHIRURGICAL DE SILO,node,hospital,HT,18.5535522,-72.2758921,"18.5535522 , -72.2758921",Ouest
CENTRE MEDICO - CHIRUGICAL SAINT JEAN,node,hospital,HT,18.5887319,-72.2748597,"18.5887319 , -72.2748597",Ouest
Centre de santé CDPS,node,hospital,HT,18.5553923,-72.2817724,"18.5553923 , -72.2817724",Ouest
CENTRE DE LA SANTE DE LA CROIX DES MISSIONS,node,hospital,HT,18.5954782,-72.2859319,"18.5954782 , -72.2859319",Ouest
CENTRE MEDICAL SAINT MONFORT,node,hospital,HT,18.5609273,-72.3131459,"18.5609273 , -72.3131459",Ouest
CLINIQUE COMMUNAUTAIRE DE DELMAS 75,node,hospital,HT,18.5460182,-72.289124,"18.5460182 , -72.289124",Ouest
centre de sante de cite siclaire,node,hospital,HT,18.5642059,-72.3081236,"18.5642059 , -72.3081236",Ouest
CENTRE MEDICO SOCIAL,node,hospital,HT,18.5496771,-72.295542,"18.5496771 , -72.295542",Ouest
CENTRE DE SANTE ECERES,node,hospital,HT,18.5470543,-72.2914744,"18.5470543 , -72.2914744",Ouest
Centre de santé organisation room,node,hospital,HT,18.5461273,-72.2398208,"18.5461273 , -72.2398208",Ouest
COMPLEXE MEDICO SOCIAL EDUCATIF DE CANGE,node,hospital,HT,18.9252568,-71.9962451,"18.9252568 , -71.9962451",Centre
DISPENSAIRE COMMUNAUTAIRE DE POTEAU,node,hospital,HT,19.5160391,-72.6216156,"19.5160391 , -72.6216156",Artibonite
DISPENSAIRE DE MAISSADE,node,hospital,HT,19.1763164,-72.1388869,"19.1763164 , -72.1388869",Centre
Centre de Santé de Saint Raphaël,node,hospital,HT,19.4376807,-72.2002164,"19.4376807 , -72.2002164",Nord
Centre de Santé Pierre Payen,node,hospital,HT,18.9979481,-72.7382314,"18.9979481 , -72.7382314",Artibonite
CENTRE DE SANTE DE BANANE,node,hospital,HT,18.144125,-71.760693,"18.144125 , -71.760693",Sud-Est
CENTRE DE SANTE DE PEREDO,node,hospital,HT,18.247807,-72.30442,"18.247807 , -72.30442",Sud-Est
Kay Timoun Bondye,node,hospital,HT,18.194405,-73.743467,"18.194405 , -73.743467",Sud
DISPENSAIRE LA PROVIDENCE DE BEAUMONT,node,hospital,HT,18.4781551,-73.9591297,"18.4781551 , -73.9591297",Grande'Anse
Dispensaire de Mackandal,node,hospital,HT,18.6471949,-74.1155035,"18.6471949 , -74.1155035",Grande'Anse
SANT SANTE ESPWA - HHF,node,hospital,HT,18.6461042,-74.1203918,"18.6461042 , -74.1203918",Grande'Anse
Dispensaire Notre Dame des Malades,node,hospital,HT,18.5604822,-74.422884,"18.5604822 , -74.422884",Grande'Anse
Dispensaire de Mersan,node,hospital,HT,18.2810586,-73.8438728,"18.2810586 , -73.8438728",Sud
Dispensaire de Maillard,node,hospital,HT,18.1726895,-73.8322228,"18.1726895 , -73.8322228",Sud
Dispensaire de Béraud,node,hospital,HT,18.2054155,-73.859814,"18.2054155 , -73.859814",Sud
FONFRED,node,hospital,HT,18.2279823,-73.7993797,"18.2279823 , -73.7993797",Sud
Sainte Anne,node,hospital,HT,18.2736076,-74.1660831,"18.2736076 , -74.1660831",Sud
MISSIONNAIRES,node,hospital,HT,18.2134773,-73.7511123,"18.2134773 , -73.7511123",Sud
Dispensaire Saint-Joseph,node,hospital,HT,18.1603922,-73.8065839,"18.1603922 , -73.8065839",Sud
Carrefour Joute,node,hospital,HT,18.1151618,-73.8520544,"18.1151618 , -73.8520544",Sud
Dispensaire Chantal,node,hospital,HT,18.2029657,-73.8889532,"18.2029657 , -73.8889532",Sud
Dispensaire World Vision de Cance,node,hospital,HT,18.2688429,-73.7759625,"18.2688429 , -73.7759625",Sud
Dispensaire de Ducis,node,hospital,HT,18.2345147,-73.8875046,"18.2345147 , -73.8875046",Sud
LAURENT,node,hospital,HT,18.2621264,-73.7353192,"18.2621264 , -73.7353192",Sud
Leprêtre,node,hospital,HT,18.2672695,-73.9474093,"18.2672695 , -73.9474093",Sud
Colette,node,hospital,HT,18.1930171,-73.7776179,"18.1930171 , -73.7776179",Sud
Sant Sante Espwa AFSC,node,hospital,HT,18.406119,-74.4498431,"18.406119 , -74.4498431",Grande'Anse
DISPENSAIRE DE MANDOU,node,hospital,HT,18.4413739,-74.4491912,"18.4413739 , -74.4491912",Grande'Anse
CENTRE DE SANTE DE CHAMBELLAN,node,hospital,HT,18.550485,-74.3132275,"18.550485 , -74.3132275",Grande'Anse
Dispensaire de Desormeaux,node,hospital,HT,18.5453536,-74.3654283,"18.5453536 , -74.3654283",Grande'Anse
DISPENSAIRE DE BARIADELLE,node,hospital,HT,18.5168441,-74.4413426,"18.5168441 , -74.4413426",Grande'Anse
DISPENSAIRE DE MARFRANC,node,hospital,HT,18.5872568,-74.2089422,"18.5872568 , -74.2089422",Grande'Anse
Centre de santé de Moron,node,hospital,HT,18.5597788,-74.2591016,"18.5597788 , -74.2591016",Grande'Anse
DISPENSAIRE DE BOURDON,node,hospital,HT,18.490001,-74.35058,"18.490001 , -74.35058",Grande'Anse
DISPENSAIRE DE MORON (NOTRE DAME DE LOURDES),node,hospital,HT,18.5597133,-74.2562496,"18.5597133 , -74.2562496",Grande'Anse
Dispensaire de Duchity,node,hospital,HT,18.4350786,-73.9010862,"18.4350786 , -73.9010862",Grande'Anse
Dispensaire de Guichard,node,hospital,HT,18.29567,-73.8288378,"18.29567 , -73.8288378",Sud
DISPENSAIRE DE RHE,node,hospital,HT,18.336333,-73.8864404,"18.336333 , -73.8864404",Sud
Ferme Leblanc,node,hospital,HT,18.2880473,-73.8839377,"18.2880473 , -73.8839377",Sud
CENTRE MEDICO - SOCIAL DE GEBEAU,node,hospital,HT,18.622122,-74.1116,"18.622122 , -74.1116",Grande'Anse
DISPENSAIRE DE CARREFOUR - CHARLES,node,hospital,HT,18.5366964,-74.0000479,"18.5366964 , -74.0000479",Grande'Anse
DISPENSAIRE DE MOMBIN,node,hospital,HT,18.4772919,-73.9975895,"18.4772919 , -73.9975895",Grande'Anse
Dispensaire de Prévilé,node,hospital,HT,18.5363885,-74.1574554,"18.5363885 , -74.1574554",Grande'Anse
DISPENSAIRE DE ROSEAUX,node,hospital,HT,18.5991791,-74.0156629,"18.5991791 , -74.0156629",Grande'Anse
Dispensaire Siloe de Léon,node,hospital,HT,18.5454574,-74.1112632,"18.5454574 , -74.1112632",Grande'Anse
LOPINEAU DISPENSAIRE ST ANTOINE DE PADONNE,node,hospital,HT,18.509299,-74.0623764,"18.509299 , -74.0623764",Grande'Anse
NUMERO 2,node,hospital,HT,18.6624317,-74.1574893,"18.6624317 , -74.1574893",Grande'Anse
Centre de santé de Sainte Hélène,node,hospital,HT,18.6376058,-74.1121742,"18.6376058 , -74.1121742",Grande'Anse
HHF,node,hospital,HT,18.6408122,-74.1226864,"18.6408122 , -74.1226864",Grande'Anse
"CENTRE DE SANTE "" ESPWA '' DE CAYEMITTES",node,hospital,HT,18.6067524,-73.7949771,"18.6067524 , -73.7949771",Grande'Anse
Dory,node,hospital,HT,18.3569467,-73.7230566,"18.3569467 , -73.7230566",Sud
LABORDE,node,hospital,HT,18.2823447,-73.8032252,"18.2823447 , -73.8032252",Sud
Melon,node,hospital,HT,18.353111,-73.7733071,"18.353111 , -73.7733071",Sud
Cente De Sante De Maniche,node,hospital,HT,18.3451443,-73.7778185,"18.3451443 , -73.7778185",Sud
DISPENSAIRE DE THOMASSIQUE,node,hospital,HT,19.0827017,-71.8392639,"19.0827017 , -71.8392639",Centre
FOSREF- J. DE CARREFOUR,node,hospital,HT,18.5341157,-72.3981819,"18.5341157 , -72.3981819",Ouest
FOSREF-LAKAY CARREFOUR,node,hospital,HT,18.5321159,-72.388647,"18.5321159 , -72.388647",Ouest
FOSREF- J. DE CARREFOUR FEUILLE,node,hospital,HT,18.5319698,-72.3374301,"18.5319698 , -72.3374301",Ouest
FOSREF CHRIST-ROI,node,hospital,HT,18.544118,-72.31605,"18.544118 , -72.31605",Ouest
FOSREF-J. DELMAS 19,node,hospital,HT,18.5547228,-72.3111885,"18.5547228 , -72.3111885",Ouest
Fosref-lalue,node,hospital,HT,18.5448188,-72.3348695,"18.5448188 , -72.3348695",Ouest
FOSREF J. LEOGANE,node,hospital,HT,18.507579,-72.62576,"18.507579 , -72.62576",Ouest
FOSREF-LAKAY PORT-DE-PAIX,node,hospital,HT,19.939101,-72.8340444,"19.939101 , -72.8340444",Nord-Ouest
FOSREF- J. DE PETION-VILLE,node,hospital,HT,18.5170314,-72.2909821,"18.5170314 , -72.2909821",Ouest
DISPENSAIRE LA SOURCE,node,hospital,HT,18.9354418,-73.201543,"18.9354418 , -73.201543",Ouest
FOSREF Jeunes Jeremie,node,hospital,HT,18.6441683,-74.1135575,"18.6441683 , -74.1135575",Grande'Anse
Dispensaire de Bouzy,node,hospital,HT,18.371529,-73.29278,"18.371529 , -73.29278",Sud
FOSREF-LAKAY CAYES,node,hospital,HT,18.198481,-73.7505,"18.198481 , -73.7505",Sud
Clinique Bethel,node,hospital,HT,18.3611889,-73.2307837,"18.3611889 , -73.2307837",Nippes
DISPENSAIRE DE TOMARIN,node,hospital,HT,18.9154149,-73.2176671,"18.9154149 , -73.2176671",Ouest
Hopital Lumière Bonne Fin,node,hospital,HT,18.3935309,-73.6115628,"18.3935309 , -73.6115628",Sud
FOSREF LAKAY MIRAGOANE,node,hospital,HT,18.4428418,-73.0906619,"18.4428418 , -73.0906619",Nippes
FOSREF- J. DE MIRAGOANE,node,hospital,HT,18.4429395,-73.0906424,"18.4429395 , -73.0906424",Nippes
CENTE WORLD VISION DE TI PALMIS,node,hospital,HT,18.825841,-73.0612373,"18.825841 , -73.0612373",Ouest
CENTRE WORLD VISION DE GROS MANGLE,node,hospital,HT,18.9298772,-73.1124698,"18.9298772 , -73.1124698",Ouest
DISPENSAIRE METHODISTE DE SOURCE A PHILIPPE,node,hospital,HT,18.8193576,-73.1228488,"18.8193576 , -73.1228488",Ouest
Centre Fosref-LaKay Pétion-Ville,node,hospital,HT,18.5134418,-72.2903579,"18.5134418 , -72.2903579",Ouest
FOSREF- J. PLAINE DU CUL DE SAC,node,hospital,HT,18.6153758,-72.2758845,"18.6153758 , -72.2758845",Ouest
FONDEPH - MARTISSANT,node,hospital,HT,18.5336454,-72.3532959,"18.5336454 , -72.3532959",Ouest
Fosref Lakay Grand-Rue,node,hospital,HT,18.5430355,-72.3448387,"18.5430355 , -72.3448387",Ouest
FILLES CHARITE,node,hospital,HT,18.5493885,-72.3259754,"18.5493885 , -72.3259754",Ouest
DISPENSAIRE DE SARAZIN,node,hospital,HT,18.8004459,-72.0046797,"18.8004459 , -72.0046797",Centre
MARCHE CANARD,node,hospital,HT,18.7853859,-72.0306186,"18.7853859 , -72.0306186",Centre
DISPENSAIRE DE BAPTISTE,node,hospital,HT,18.8006833,-71.7826412,"18.8006833 , -71.7826412",Centre
DISPENSAIRE HOYE,node,hospital,HT,18.9569869,-71.9261953,"18.9569869 , -71.9261953",Centre
Hopital de Las Cahobas (Freinds of the Children),node,hospital,HT,18.830854,-71.9337796,"18.830854 , -71.9337796",Centre
CDS de Las Cahobas (Unité de Maladie Infectueuse),node,hospital,HT,18.8317877,-71.9356588,"18.8317877 , -71.9356588",Centre
FOSREF-Lakay Saint Marc,node,hospital,HT,19.1060714,-72.694248,"19.1060714 , -72.694248",Artibonite
CDS EBEN EZER,node,hospital,HT,19.439114,-72.6348863,"19.439114 , -72.6348863",Artibonite
DISPENSAIRE DE MARMONT,node,hospital,HT,19.0662891,-71.9834955,"19.0662891 , -71.9834955",Centre
CENTRE DE SANTE GENS DE NANTES,node,hospital,HT,19.4445422,-71.7691436,"19.4445422 , -71.7691436",Nord-Est
MADAME JOA,node,hospital,HT,19.1653687,-72.2315643,"19.1653687 , -72.2315643",Centre
Hopital Grande Rivière du Nord,node,hospital,HT,19.5787386,-72.1699989,"19.5787386 , -72.1699989",Nord
HOPITAL ST MICHEL,node,hospital,HT,18.2380851,-72.5420378,"18.2380851 , -72.5420378",Sud-Est
Hopital Sainte Catherine,node,hospital,HT,18.5780665,-72.3366831,"18.5780665 , -72.3366831",Ouest
Hôpital Saint-Antoine,node,hospital,HT,18.645613,-74.11801,"18.645613 , -74.11801",Grande'Anse
Hopital Saint Boniface,node,hospital,HT,18.2774144,-73.1299965,"18.2774144 , -73.1299965",Sud
Dispensaire Saint Michel Belladere,node,hospital,HT,18.8682016,-71.7602952,"18.8682016 , -71.7602952",Centre
CRAAJ/Konesans Fanmi,node,hospital,HT,18.235656,-72.5339,"18.235656 , -72.5339",Sud-Est
Hôpital Saint-Jean de Limbé,node,hospital,HT,19.7073838,-72.4020154,"19.7073838 , -72.4020154",Nord
HOPITAL WESLEEN DE ANSE-A-GALETS,node,hospital,HT,18.8339535,-72.862258,"18.8339535 , -72.862258",Ouest
Hopital Bienfaisance de Pignon,node,hospital,HT,19.3376678,-72.118866,"19.3376678 , -72.118866",Nord
Hopital Sacré Coeur de Milot,node,hospital,HT,19.6098537,-72.2094328,"19.6098537 , -72.2094328",Nord
L'Hôpital Communautaire PORT-SALUT,node,hospital,HT,18.0822924,-73.9201108,"18.0822924 , -73.9201108",Sud
SANATORIUM DES CAYES,node,hospital,HT,18.2223586,-73.7453184,"18.2223586 , -73.7453184",Sud
Maison de Naissance,node,hospital,HT,18.1972157,-73.8262919,"18.1972157 , -73.8262919",Sud
DISPENSAIRE ST BERNADETTE LABELLEE,node,hospital,HT,19.7546768,-73.1493118,"19.7546768 , -73.1493118",Nord-Ouest
DISPENSAIRE DU BORD DE MER,node,hospital,HT,19.9057197,-73.1957714,"19.9057197 , -73.1957714",Nord-Ouest
DISPENSAIRE BON SECOURS DE CROIX SOVALE,node,hospital,HT,19.8644769,-73.138159,"19.8644769 , -73.138159",Nord-Ouest
Dispensaire de Grande Lison,node,hospital,HT,19.837675,-73.2054446,"19.837675 , -73.2054446",Nord-Ouest
DISPENSAIRE DE GUINAUDEE,node,hospital,HT,19.8305534,-73.1334573,"19.8305534 , -73.1334573",Nord-Ouest
CENTRE DE SANTE AFE NEG KOMBIT DE DIMUSSEAU,node,hospital,HT,18.424694,-72.23864,"18.424694 , -72.23864",Ouest
HOPITAL TOUSSAINT LOUVERTURE,node,hospital,HT,19.4837334,-72.4805673,"19.4837334 , -72.4805673",Artibonite
CENTRE DE SANTE ST JOSEPH,node,hospital,HT,18.2678621,-72.6661969,"18.2678621 , -72.6661969",Sud-Est
Centre de Santé AFE Neg Kombit Furcy,node,hospital,HT,18.4179703,-72.3046017,"18.4179703 , -72.3046017",Ouest
Centre de Santé Pasteur Roncourt,node,hospital,HT,18.4159036,-72.3100335,"18.4159036 , -72.3100335",Ouest
DISPENSAIRE SICHEM DE CAFÉ PAUL,node,hospital,HT,19.8599952,-73.0978452,"19.8599952 , -73.0978452",Nord-Ouest
HOPITAL NOTRE DAME DES PALMISTES,node,hospital,HT,20.0190145,-72.7246896,"20.0190145 , -72.7246896",Nord-Ouest
DISPENSAIRE DE MONTRY,node,hospital,HT,20.0334703,-72.8082776,"20.0334703 , -72.8082776",Nord-Ouest
DISPENSAIRE COMMUNAUTAIRE KA PHILIPPE,node,hospital,HT,19.8034146,-73.1082535,"19.8034146 , -73.1082535",Nord-Ouest
DISPENSAIRE LA VALLEE,node,hospital,HT,20.0381846,-72.8642075,"20.0381846 , -72.8642075",Nord-Ouest
DISPENSAIRE DE GOMBO,node,hospital,HT,19.8009061,-73.0780392,"19.8009061 , -73.0780392",Nord-Ouest
DISPENSAIRE DE MARE ROUGE,node,hospital,HT,20.0365291,-72.7911978,"20.0365291 , -72.7911978",Nord-Ouest
DISPENSAIRE DE BOUCAN PATRIOT,node,hospital,HT,19.7647777,-73.0944069,"19.7647777 , -73.0944069",Nord-Ouest
DISPENSAIRE AUX PLAINES,node,hospital,HT,20.0105146,-72.6635489,"20.0105146 , -72.6635489",Nord-Ouest
DISPENSAIRE LACOMA,node,hospital,HT,19.880131,-73.0761114,"19.880131 , -73.0761114",Nord-Ouest
DISPENSAIRE DE CABARET,node,hospital,HT,19.8751312,-73.0139765,"19.8751312 , -73.0139765",Nord-Ouest
DP DE GABRIEL,node,hospital,HT,18.9721917,-72.4611358,"18.9721917 , -72.4611358",Artibonite
DP DE DESLANDES,node,hospital,HT,18.9496261,-72.3083676,"18.9496261 , -72.3083676",Artibonite
DP DE TERRE BALNCHE,node,hospital,HT,19.0713668,-72.6796003,"19.0713668 , -72.6796003",Artibonite
DP DE GOYAVIER,node,hospital,HT,19.0443947,-72.6325584,"19.0443947 , -72.6325584",Artibonite
Ternette Health Center,node,hospital,HT,19.0041231,-72.553677,"19.0041231 , -72.553677",Artibonite
DP DE BASTIEN,node,hospital,HT,19.0460277,-72.5029388,"19.0460277 , -72.5029388",Artibonite
Dp de Gilbert,node,hospital,HT,19.1023889,-72.586892,"19.1023889 , -72.586892",Artibonite
DP DE MOORNE DROUET,node,hospital,HT,19.1087741,-72.4353361,"19.1087741 , -72.4353361",Artibonite
DP DE GRANDE SALINE,node,hospital,HT,19.2419423,-72.772288,"19.2419423 , -72.772288",Artibonite
DP DE MAUGE PLICHE,node,hospital,HT,19.161503,-72.55792,"19.161503 , -72.55792",Artibonite
DISPENSAIRE ST HENRY ROSE THOMAS,node,hospital,HT,19.5390536,-72.4729192,"19.5390536 , -72.4729192",Nord
DISPENSAIRE LA TROUBLE,node,hospital,HT,19.5670237,-72.4417695,"19.5670237 , -72.4417695",Nord
DISPENSAIRE DE GOBERT,node,hospital,HT,19.6296316,-72.5062532,"19.6296316 , -72.5062532",Nord
DP DE PLASSAC,node,hospital,HT,19.0719057,-72.4026528,"19.0719057 , -72.4026528",Artibonite
DP DE MEDOR,node,hospital,HT,19.0373983,-72.3159947,"19.0373983 , -72.3159947",Artibonite
DP DE PERODIN,node,hospital,HT,19.1077539,-72.3039655,"19.1077539 , -72.3039655",Artibonite
DISPENSAIRE DE BOIS DE LAURENCE,node,hospital,HT,19.3287537,-71.8629866,"19.3287537 , -71.8629866",Nord-Est
Dispensaire St Joseph,node,hospital,HT,19.4363909,-72.2002775,"19.4363909 , -72.2002775",Nord
DISPENSAIRE LA BRUYERE,node,hospital,HT,19.6390512,-72.3078239,"19.6390512 , -72.3078239",Nord
DISPENSAIRE DE SAINTE - SUZANNE,node,hospital,HT,19.583377,-72.0889404,"19.583377 , -72.0889404",Nord-Est
DISPENSAIRE DE THILBAULT,node,hospital,HT,19.6330237,-72.2272676,"19.6330237 , -72.2272676",Nord
Dispensaire de Carrefour des Peres,node,hospital,HT,19.684647,-72.20557,"19.684647 , -72.20557",Nord
CENTRE DE SANTE DE MOMBIN CROCHU,node,hospital,HT,19.369569,-71.982289,"19.369569 , -71.982289",Nord
DISPENSAIRE DE DUPITY,node,hospital,HT,19.4833209,-72.0499892,"19.4833209 , -72.0499892",Nord-Est
DISPENSAIRE DE GROSSE ROCHE,node,hospital,HT,19.4779699,-71.9958012,"19.4779699 , -71.9958012",Nord-Est
DISPENSAIRE DE VALLIERES,node,hospital,HT,19.4348846,-71.9206313,"19.4348846 , -71.9206313",Nord-Est
CARICE STE - HELENE,node,hospital,HT,19.377746,-71.8356353,"19.377746 , -71.8356353",Nord-Est
DISPENSAIRE DE CARICE,node,hospital,HT,19.3778042,-71.8306882,"19.3778042 , -71.8306882",Nord-Est
Centre de Sante Notre-Dame de Lourdes de Grand-Bassin,node,hospital,HT,19.5743779,-71.9368703,"19.5743779 , -71.9368703",Nord-Est
Centre de Santé Saint-Pierre de Terrier Rouge,node,hospital,HT,19.6368734,-71.9535007,"19.6368734 , -71.9535007",Nord-Est
DISPENSAIRE DE PHAETON,node,hospital,HT,19.6766032,-71.8952288,"19.6766032 , -71.8952288",Nord-Est
DISPENSAIRE DE DANDA,node,hospital,HT,19.5592012,-71.8857568,"19.5592012 , -71.8857568",Nord-Est
DISPENSAIRE DE PETIT BOURG DE PORT-MARGOT,node,hospital,HT,19.7212848,-72.4532543,"19.7212848 , -72.4532543",Nord
CLINIQUE SAINT BERTIN,node,hospital,HT,19.7221067,-72.4538993,"19.7221067 , -72.4538993",Nord
CENTRE DE SANTE SAINT MALACHY,node,hospital,HT,19.7506201,-72.4284018,"19.7506201 , -72.4284018",Nord
DISPENSAIRE LA FONDATION NOVION,node,hospital,HT,19.8147503,-72.4612146,"19.8147503 , -72.4612146",Nord
